,기업명,업종분류,사원수,설립연도,기업형태,매출액,주소,직무,이용하는 기술스택,자격요건,직급,우대사항,해당 페이지 URL,기업 홈페이지 URL
48,인프랩,,,,,,경기도 성남시 분당구, 백엔드 개발자,"['Node.js', 'PostgreSQL', 'JavaScript', 'AWS']","아래 개발팀의 미션과 가치에 동의하시는 분이어야 합니다.
https://tech.inflab.com/20231117-devteam-value/

- 계약기간 (약 6개월) 동안 full-time 근무 가능하신 분
- Node.js 기반의 백엔드 개발 경험이 있으신 분
- JavaScript 에 대한 이해가 있으신 분
- Linux의 기본적인 명령어들을 사용할 수 있고, EC2에 기본적인 패키지들을 설치하고 Node 애플리케이션을 실행할 수 있으신 분
- HTTP 통신에 대한 기본적인 이해, RESTful API에 대한 설계나 개발 경험이 있으신 분
- Function, Class, Instance, Object Literal 에 대해 기본적인 내용을 알고 있고, 상황에 따라 적절하게 사용하고 계신 분
- 기본적인 SQL 문법, JOIN, Subquery 등을 활용할 줄 아시는 분
- RDBMS의 인덱스가 무엇인지 알고 있고, 어떤 경우 인덱스가 사용이 안 되는지 알고 계신 분
- Git과 Github에 대한 기본적인 사용법을 알고 있고, 기본적인 Git의 브랜치 전략들을 사용하는 데 무리가 없으신 분",0,"- TypeScript, Java, Kotlin 등 강타입 (Strongly Typed) 언어를 이해하고 있으신 분
- Jest, Mocha, Junit 등 테스트 프레임워크를 통해 테스트 코드를 작성해오신 분
- OOP에 대한 기본적인 이해도가 있으신 분 (객체의 역할 / 책임 / 협력, 메세지 등)
- NestJS, Spring MVC와 같은 MVC Framework를 사용해본 경험이 있으신 분
- 레이어드 아키텍처 (Layered Architecture) 가 왜 필요한지 이해하고, 적용해서 개발하고 계신 분
- 언어/프레임워크에 관계 없이 DI (Dependency Injection) 패턴을 사용하고 있고, 왜 필요한지 알고 계신 분
- TypeORM, Prisma, MikroORM 등 Type이 있는 ORM 을 사용해본 경험이 있으신 분
- MySQL 혹은 PostgreSQL 과 같은 RDBMS 의 실행계획을 통해 인덱스 튜닝 / 쿼리 튜닝등을 진행해본 경험이 있으신 분
- AWS 인프라 위에 1개 이상의 애플리케이션을 배포하고 실행해본 경험이 있으신 분",https://www.rallit.com/positions/2246/%EC%9D%B8%ED%84%B4-%EB%B0%B1%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90-node-js,
49,피클플러스,,,,,,서울특별시 중구,백엔드 엔지니어,"['TypeScript', 'React', 'Next.js', 'JavaScript', 'httpx', 'REST API', 'Git', 'AWS', 'ssr']","• 웹 프론트엔드 개발 업무 경력 2년 이상 혹은 유사한 경험이 있으신 분
• 한 가지 이상의 JavaScript 프레임워크 사용 경험이 있으신 분 (React 혹은 Vue)
• HTTP 통신에 대한 기본적인 이해와 REST API 클라이언트 개발 경험이 있으신 분
• Git 버전관리 시스템에 대한 이해와 사용 경험이 있으신 분
• 타 직군과의 협업 및 커뮤니케이션이 원활한 분",0,"• 성능 최적화와 테스트코드 작성 경험
• 코드리뷰를 통한 협업 경험
• 단위 테스트 및 UI 테스트 경험
• SSR, 웹뷰 개발 경험
• 글로벌 플랫폼 개발 및 국제화 경험
• AWS를 이용한 배포와 운영 경험",https://www.rallit.com/positions/2176/%EC%9B%B9-%ED%94%84%EB%A1%A0%ED%8A%B8%EC%97%94%EB%93%9C-%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4,
50,픽소,,,,,,,백엔드 엔지니어,"['Node.js', 'TypeScript', 'Webpack', 'AWS', 'Lambda', 'dynamodb', 'GitHub', 'Slack', 'Notion']","- 픽소의 미션과 비전을 이해하고, 공감하실 수 있는 분
- node.js 기반의 백엔드 직무 경험이 3년 이상 이신 분
- typescript, Kotlin/Spring 및 MSA 아키텍처 개발 경험이 있으신 분
- CMS(Content Management System) 연동 개발 경험이 있으신 분
- 다양한 직군의 팀원들과 원활한 커뮤니케이션과 협업이 가능하신 분",0,"- 프로덕트 개발 full cycle에 대한 깊은 이해와 경험이 있으신 분
- 아키텍쳐 변경에 따른 마이그레이션 경험이 있으신 분
- AWS 혹은 기타 클라우드 환경을 활용한 개발/운영 경험이 있으신 분
- 글로벌 서비스를 위한 인프라 아키텍처 설계, 개발 경험이 있으신 분",https://www.rallit.com/positions/2280/%EB%B0%B1%EC%97%94%EB%93%9C-%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4-3%EB%85%84-%EC%9D%B4%EC%83%81,
51,스팬딧,,,,,,서울특별시 성동구,시니어 백엔드 개발자,"['Ruby on Rails', 'Java', 'Spring Boot', 'AWS', 'JPA', 'Github', 'MySQL', 'PostgreSQL', 'Ruby']","• 백엔드 개발 경력 7년 이상 또는 그에 준하는 실력을 갖추신 분
• 소프트웨어 아키텍처 또는 서비스 인프라 설계 가능하신 분
• 주도적으로 AWS 환경에서 개발 및 운영 경험이 있으신 분
• 웹서비스 API에 대한 이해가 있으신 분
• (언어 무관) 서버 사이드 Framework에 대한 깊이 있는 이해가 있으신 분
• RDBMS 설계 및 운영 경험이 있으신 분",0,"• 대규모 서비스의 설계, 개발 및 유지보수 경험이 있으신 분
• 테스트 자동화 또는 TDD 경험이 있으신 분
• Ruby on Rails를 이용한 서비스 개발 경험이 있으신 분
• 이종간 프로그램언어로 작성된 서비스를 개발하거나 운영해본 경험이 있으신 분
• CI & CD 를 구축하거나 운영해본 경험이 있으신 분
• IT 스타트업 경험이 있으신 분",https://www.rallit.com/positions/288/%EC%8B%9C%EB%8B%88%EC%96%B4-%EB%B0%B1%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90,
52,바텍,,,,,,,데브옵스 개발자,"['DevOps', 'Kubernetes', 'Kafka', 'Elasticsearch', 'Jenkins', 'Github', 'Docker', 'AWS']","1) 학력 : 학사 이상
2) 전공 : 컴퓨터 공학 계열
3) 경력 : 무관",0,"1) Docker 활용 경험 4년 이상
2) AWS 활용 경험 보유",https://www.rallit.com/positions/215/devops-%EA%B0%9C%EB%B0%9C%EC%9E%90-%EB%AA%A8%EC%A7%91-%EC%9E%AC%ED%83%9D%EA%B7%BC%EB%AC%B4-%ED%8C%90%EA%B5%90-%EC%98%A4%ED%94%BC%EC%8A%A4-%EA%B7%BC%EB%AC%B4-%EA%B0%80%EB%8A%A5,
53,스플랩,,,,,,서울특별시 강남구,백엔드 개발자,"['Java', 'Kotlin', 'Spring Boot', 'JPA', 'JUnit', 'AWS', 'MySQL', 'MongoDB', 'Redis', 'GitHub']","이런 분을 찾습니다!
- 2년 이상 또는 그에 준하는 Java/Spring 기반 백엔드 서비스 개발 및 유지 관리 경험을 가지신 분
- SpringMVC와 서버사이드 렌더링 뷰 기술(Thymeleaf등)을 이용한 웹 애플리케이션 개발 경험이 있으신 분
- HTML/CSS 및 자바스크립트 라이브러리를 활용해서 웹 페이지 작성해본 경험이 있으신 분
- 단위 테스트 코드를 작성해서 코드를 검증하는 경험이 있으신 분
- 서비스형 소프트웨어(SaaS)에 대한 이해도가 있는 분
- RDBMS, NoSQL에 대한 이해도가 있으신 분
- 단순히 주어진 문제를 해결하는 것이 아닌, 주도적으로 문제를 발견하고 분석해서 솔루션을 제안할 수 있으신 분",0,"이런 분은 더욱 환영해요!
- Kotlin 언어에 대한 이해와 Spring/JPA에서 사용방법을 이해하고 개발을 경험하신 분
- 좋은 아키텍처와 간결한 코드에 관심이 있고 끊임없이 고민하는 분
- 업무 로직을 도메인 오브젝트 모델로 작성하고 검증하는 개발 방법에 경험이 있으신 분
- 프로덕트와 비스니스 관점에서 고객 지향적으로 생각하며 개발하는 분
- 다양한 포지션의 동료들과 협업하여 공동의 목표를 달성하는 과정을 즐기는 분
- 비즈니스에 대한 이해를 기반으로 기획을 포함한 개발 전과정에 참여 의지가 있는 분

프로덕트 팀은 이렇게 일합니다
- 1주일 단위로 스프린트를 진행합니다. 스프린트 시작을 위한 회의를 하고 스프린트가 끝날 때 회고를 통하여 발전하고 있습니다.
- 효율적인 업무를 위해 이슈 관리는 지라(Jira), 커뮤니케이션은 슬랙(Slack), 문서 관리는 노션(Notion)과 컨플루언스(Confluence)를 사용하여 업무의 효율성을 향상시키고 있습니다.
- 좋은 코드를 유지하기 위하여 코드를 리뷰하고 CI/CD를 활용하여 테스트부터 배포까지 자동화 합니다.",https://www.rallit.com/positions/2297/backend-developer,
54,스팬딧,,,,,,서울특별시 성동구,시니어 백엔드 개발자,"['Ruby on Rails', 'Ruby', 'Java', 'Spring Boot', 'AWS', 'JPA', 'Github', 'MySQL', 'PostgreSQL']","• 백엔드 개발 경력 3년 이상 또는 그에 준하는 실력을 갖추신 분
• 서버 사이드 프로그래밍 언어 및 Framework 사용 경험이 있으신 분
• MySQL(Maria DB), PostgreSQL 등 RDBMS 경험이 있으신 분
• Restful API로 서비스를 개발해 본 경험이 있으신 분
• 알고리즘, 자료구조, 운영체제 등에 대한 이해가 있으신 분
• 영어로 작성된 개발문서, 레퍼런스 등을 읽는데 어려움이 없으신 분
• 항상 기술적으로 더 나은 것을 추구하고 계속 성장하고자 하는 분",0,"• 대규모 서비스의 설계, 개발 및 유지보수 경험이 있으신 분
• AWS 기반 서비스 운영 경험이 1년 이상 있으신 분
• Ruby on Rails를 이용한 서비스 개발 경험이 있으신 분
• 다양한 팀과 협업하여 웹서비스를 운영해본 경험이 있으신 분
• IT 스타트업 경험이 있으신 분",https://www.rallit.com/positions/293/%EB%B0%B1%EC%97%94%EB%93%9C%EA%B0%9C%EB%B0%9C%EC%9E%90,
55,써머스플랫폼,인터넷·포털·컨텐츠·게임,203.0,1999.0,중견기업,3411932.0,서울특별시 금천구, 스윗트래커CIC_인프라 담당자,"['AWS', 'Linux']","• 학력 : 학력무관
• 경력 : 2년~ 8년
• 보안장비 운영 경험자
• Cloud 서비스 운영 경험자
• 리눅스 운영 경험자",0,"• H/W, S/W 보안관리 경험자 우대
• 개인정보보호 보안관리 경험자 우대
• 동료와의 커뮤니케이션 협업이 즐거우신분",https://www.rallit.com/positions/1549/%EC%8A%A4%EB%A7%88%ED%8A%B8%ED%83%9D%EB%B0%B0-%EC%8A%A4%EC%9C%97%ED%8A%B8%EB%9E%98%EC%BB%A4cic-%EC%9D%B8%ED%94%84%EB%9D%BC-%EB%8B%B4%EB%8B%B9-%EC%B1%84%EC%9A%A9,www.summerce.com/
56,피클플러스,,,,,,서울특별시 중구,백엔드 엔지니어,"['Django', 'MySQL', 'AWS', 'PostgreSQL', 'Git', 'httpx', 'Redis', 'MongoDB']","• Django 기반의 실무 백엔드 개발 경험이 있으신 분
• MySQL, PostgreSQL 등의 RDBMS 사용과 설계 경험이 있으신 분
• HTTP 통신에 대한 기본적인 이해와 RESTful API 개발 경험이 있으신 분
• Git 버전관리 시스템에 대한 이해와 사용 경험이 있으신 분
• 타 직군과의 협업 및 커뮤니케이션이 원활한 분",0,"• AWS의 ECS, EKS를 이용한 배포 및 운영 경험
• Redis, MongoDB를 이용한 개발과 사용 경험
• 빌드, 테스트, 배포 자동화 구축 경험
• 모니터링 시스템을 이용한 장애 탐지와 해결 경험
• 글로벌 플랫폼 개발 및 국제화 경험",https://www.rallit.com/positions/2175/%EB%B0%B1%EC%97%94%EB%93%9C-%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4-python,
57,런치팩,,,,,,서울특별시 강남구, 프론트엔드 개발자,"['Vue.js', 'AWS', '플랫폼 비즈니스']","이런 분이 필요합니다.
- 프론트엔드 개발 경력 1년 이상 보유하고 계신 분
- 대학교 졸업(4년) 이상의 학력이 있으신 분
- 상용 서비스 개발/운영 경험이 있으신 분
- Vue.js 프로젝트 개발 경험이 있으신 분
- 반응형 웹 개발 경험이 있으신 분

저희와 핏이 잘 맞을 수 있는 분들의 유형이에요.
- 개발자 없이 웹서비스 구현이 가능한 세상에 기여하고 싶으신 분
- 스타트업 창업에 관심이 높거나, 실제로 창업을 시도하고 초기 허들을 경험한 분
- 팀원들과 함께 소통하며 문제를 해결해 나갈 수 있으신 분
- 문제를 인식하고 해결하는 데 있어 주도적으로 일하는 것을 편하게 느끼시는 분",0,"이런 관심/경험은 마음껏 어필해 주세요!
- 웹 기반 UI Editor 개발 경험
- Vue.js 프로젝트 실무 개발 경력 1년 이상
- Django, Node.js 등 백엔드 개발 경험
- AWS 인프라 구축 경험
- UI/UX에 대한 관심
- 플랫폼 서비스를 개발/운영해 본 경험
- 프론트엔드 프로젝트 체계화에 대한 관심",https://www.rallit.com/positions/1222/%EB%9F%B0%EC%B9%98%ED%8C%A9-%ED%94%84%EB%A1%A0%ED%8A%B8%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90-%EC%A3%BC%EB%8B%88%EC%96%B4,
58,바티AI,,,,,,서울특별시 강남구,자동화 노코드 툴 JAVA 백엔드 개발자,"['Java', 'JavaScript', 'REST API', 'MSA', '도메인', 'RPA', 'NLP', 'Python', 'React', 'AWS']","ㆍ5년 이상 Java(Spring framework) 개발 경험자 (혹은 그에 준하는 실력을 갖추신 분)
ㆍRESTful API에 대한 개발 경험이 있으신 분
ㆍ새로운 것을 배우고 습득하는데 두려움이 없는 분",0,"[성향]
ㆍ끊임없는 연구와 신기술에 대한 욕구가 강한 분
ㆍ기억보다는 기록을 좋아하시는 분
ㆍ업무 효율화 또는 자동화에 대한 관심이 있으신 분
ㆍ구성원과 협업을 좋아하고 서로 간의 도움을 주실 수 있는 분
ㆍ긍정적인 업무 태도와 마인드

[기술과 경험]
ㆍ스타트업 근무 경험자
ㆍB2B SaaS 서비스 또는 RPA 자동화 관련 경험이 있으신 분
ㆍMSA (MicroService Architecture), Event / Domain Driven Architecture 경험 및 지식
ㆍ데이터베이스 모델링 가능하신 분
ㆍ실시간 대규모 트래픽, 대용량 데이터 처리 경험자
ㆍAWS 등 클라우드 기반 서비스 인프라 설계 및 관리를 수행한 경험이 있으신 분
ㆍ자연어처리, 텍스트마이닝, 인공지능에 대한 경험이 있으신 분
ㆍNginx, Apache, Varnish, Redis, RabbitMQ, Kafka 등 다양한 오픈 소스 플랫폼 경험이 있으신 분
ㆍNext.js 프레임워크 경험이 있으신 분",https://www.rallit.com/positions/1485/%EC%9E%90%EB%8F%99%ED%99%94-%EB%85%B8%EC%BD%94%EB%93%9C-%ED%88%B4-java-%EB%B0%B1%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90-%EA%B2%BD%EB%A0%A5,
59,지나인,,40.0,,,1060000.0,,백엔드 개발자,"['PHP', 'Wordpress', 'AWS', 'DBMS/RDBMS']","- 3년 이상 혹은 그에 준하는 백엔드 서비스 개발 및 운영 경험
- AWS 및 퍼블릭 클라우드 서비스 사용/운영 경험
- RDBMS 상에서 스키마 설계 및 서버 운영 경험
- 하나 이상의 백엔드 언어에 대한 기본적인 이해 

------------------------------------------------------------
지원 서류
- 이력서
- 포트폴리오 또는 경력기술서
- 깃허브 링크, 링크드인 프로파일 (선택)",0,"- Docker기반 서비스 개발 경험
- 로그 시스템을 이용한 에러 감지 및 트러블 슈팅 경험
- 코드 리뷰, 개발 블로그 등 함께 성장하는 문화를 중요하게 생각하시는 분",https://www.rallit.com/positions/1132/ttmik-backend-%EA%B0%9C%EB%B0%9C%EC%9E%90,
60,레인포컴퍼니,,,,,,,프론트엔드 개발자,"['React', 'Next.js', 'React Native', 'Redux', 'JavaScript', 'TypeScript', 'AWS']","- React 혹은 React Native 개발 및 운영 경험이 2년 이상이거나 그에 준하는 개발 경험이 있으신 분
- HTML, CSS, JavaScript에 대한 깊은 이해가 있으신 분
- Redux, MobX와 같은 상태 관리 라이브러리 사용 경험이 있으신 분
- Git을 사용한 형상 관리 경험이 있으신 분
- 문제 해결에 대한 다양한 접근과 해결 방안에 대해 고민하시는 분
- 커뮤니케이션이 원활하고 코드 리뷰에 적극적이신 분
- 개발자로서 성장에 대해 계속 고민하시는 분",0,"**우대사항은 그저 우대사항일 뿐입니다.**

- TypeScript 경험이 있으시면 더욱 좋습니다.
- 유지보수성 및 확장성을 고려한 코드 구현 경험
- 테스트 코드 작성 경험이 있으신 분
- 문서화를 습관처럼 하시는 분",https://www.rallit.com/positions/1357/%ED%94%84%EB%A1%A0%ED%8A%B8%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90,
61,피나클FINAKLE,소프트웨어·솔루션·ASP,7.0,2020.0,중소기업,7000.0,,백엔드 개발자,"['Python', 'FastAPI', 'Docker', 'Kubernetes', 'AWS', 'ec2', 'MySQL', 'Node.js', 'nginx', 'Redis']","- 백엔드 개발 경력 7년 이상 혹은 이에 준하는 프로젝트 개발 경험을 보유하신 분
- Python 기반 프레임워크및 AWS를 통한 웹 서비스 구축 경험이 충분히 있으신 분
- 비즈니스 핵심을 이해하고 효율적인 데이터 구조 및 API 설계가 가능하신 분
- 관계형 데이터베이스 설계, 모델링 및 운영 경험
- 실제 엔드유저 대상 서비스 개발 및 운영 경험이 있으신 분
- 개발팀의 팀원들을 매니징하며 팀을 리딩한 경험이 있으신 분",0,"- 신규 서비스 또는 플랫폼을 개발 및 런칭하고 성장시켜보신 경험이 있으신 분
- 빠르게 변화하고 성장하는 스타트업 환경에 적응 가능한 분
- 핀테크 경험, 증권계좌 연동, 금융 공공API 연동, 금융기관등 외부 시스템 연동 및 사용 경험이 있으신 분
- 웹, 앱서비스 개발 전반에 대한 풍부한 경험 및 지식 보유하신 분
- 블록체인 기술에 대한 이해와 응용경험이 있으신 분

- 유연하고 긍정적인 관점으로 상황과 업무를 바라보는 마인드를 소유하신 분
- 주니어 엔지니어를 멘토링하고, 다양한 이해관계자 간의 의사소통을 원만히 할 수 있는 능력이 있는 분
- 좋은 개발 문화에 관심이 깊거나 도입시킨 경험이 있는 분
- 팀에 필요한 신기술 도입을 검토하고 적용해본 경험이 있는 분",https://www.rallit.com/positions/2113/backend-developer-leader-senior,
62,문토,,,,,,서울특별시 강남구,백엔드 개발자,"['Node.js', 'AWS', 'NestJS', 'PostgreSQL', 'Redis', 'ec2']","- 백엔드 개발 경력 3년 이상 혹은 이에 준하는 경험을 가지고 계신 분
- 웹 서비스에 대한 이해가 있으신 분
- Due를 잘 지키고 책임감이 있으신 분
- 코드 리뷰에 긍정적이고, 원활한 커뮤니케이션이 가능하신 분
- 다양한 직군의 동료들과 협업하여 문제를 파악하고 해결할 수 있는 분",0,"- 컴퓨터공학 및 공학 관련 계열을 전공하신 분
- 백엔드 개발 경력 5년 이상인 분
- Docker를 사용해보신 분
- 서버 아키텍처에 대한 풍부한 지식 및 경험을 지니신 분",https://www.rallit.com/positions/1980/node-js-%EA%B0%9C%EB%B0%9C%EC%9E%90,
63,데브게이트,,3.0,,,,서울특별시 서초구,Problem Solver,"['Slack', 'Notion', 'Figma', 'GitHub', 'TypeScript', 'Next.js', 'NestJS', 'Prisma', 'AWS', 'vercel']","이런 분을 찾아요!
- 고객 획득, 디자인, 엔지니어링 중 하나 이상에서 괄목할만한 성과를 내신 분
- 문제 해결에 대한 미친 집착과 어떻게든 해결하고자 하는 의지가 있으신 분
- AI 리터러시가 있으신 분",0,"이런 분이면 더 좋아요~~!!
- 자신만의 제품을 제로 베이스에서 개발하고 운영해보신 분
- 어느 집단이든 똑똑함을 인정 받으시는 분
- 그 밖에 본인만의 강점이 있는 분",https://www.rallit.com/positions/2252/problem-solver-40%EC%8B%9C%EA%B0%84-%EB%82%B4%EC%97%90-%EC%97%B0%EB%B4%89%EC%A0%9C%EC%95%88,
64,데브게이트,,3.0,,,,서울특별시 서초구,Problem Solver,"['TypeScript', 'Next.js', 'tailwind-css', 'zustand', 'NestJS', 'Prisma', 'React Native', 'expo', 'AWS', 'vercel']","이런 분을 찾아요!
- 제품 개발을 즐기시는 분
- 웹 표준, ES6, Typescript 에 깊은 이해가 있으신 분
- 서버, DB에 관한 기본적인 이해와 경험(e.g. REST API로 CRUD 구현, 인증 처리 등)이 있으신 분

우리는 아래 도구를 이용해요
스택 자체에 얽매이지 않고 더 나은 방식이 있다면 과감하게 변경할 수 있어요

개발
- Typescript, Next.js, TailwindCSS, Zustand
- React Native, Expo
- NestJS, Prisma
- AWS, Vercel, Supabase, Turborepo

디자인
- Figma

협업
- Slack, Notion, Github",0,"이런 분이면 더 좋아요~~!!
- 자신만의 제품을 제로 베이스에서 개발하고 운영해보신 분
- 코드 품질에 대해 지속적으로 고민하는 분
- 사용자 경험을 이해하고, 주도적으로 제안할 수 있는 분
- 그 밖에 본인만의 강점이 있는 분",https://www.rallit.com/positions/2251/%EC%86%8C%ED%94%84%ED%8A%B8%EC%9B%A8%EC%96%B4-%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4-typescript-40%EC%8B%9C%EA%B0%84-%EB%82%B4%EC%97%90-%EC%97%B0%EB%B4%89%EC%A0%9C%EC%95%88,
65,미스터카멜,,10.0,,,0.0,서울특별시 용산구,데브옵스 엔지니어,"['C#', 'Selenium', 'Elasticsearch', 'Redis', 'MySQL', 'AWS']","• 개발 실무 3년 이상 경력
• OOP 기반 개발 역량 보유
• 크롤링에 대한 이해
• 코드리뷰 가치에 대한 이해
• 읽히는 코드 작성",0,"[우대사항]
• C# 포함 개발 실무 5년 이상 경력
• 완벽한 서비스 운영에 대한 고민 경험
• 모니터링을 통한 성능 분석과 개선에 대한 고민 경험
• 대규모 트래픽 발생과 핸들링에 대한 고민 경험
• 크롤링 방어 회피 경험
• 자신의 생각을 명확하고 간결한 표현 가능

[기술스택]
• Java Spring Boot, Data, Cloud, Security, Batch, Python TensorFlow
• **C# Data Analysis, Web Crawling(Socket, Selenium) (DevOps 주요 기술)**
• JavaScript, React, Next.js, TypeScript, React-Query (프론트엔드 주요 기술)
• Mobile WebApp(Kotlin, Swift)
• **ElasticSearch, Redis, SQS, MySQL**
• **AWS, ElasticCloud, Grafana**
•  Notion, Slack, Asana, G Suite, Zoom, GitHub, Figma
• GA(GTM), Amplitude, Braze, AppsFlyer, Firebase",https://www.rallit.com/positions/620/devops-engineer,
66,디에스랩글로벌,소프트웨어·솔루션·ASP,22.0,2020.0,중소기업,64095.0,서울특별시 영등포구,백엔드 개발자,"['알고리즘', 'FastAPI', 'Django', 'AWS', 'Azure', 'Docker', 'Kubernetes', 'DBMS/RDBMS']","• 백엔드 개발 경력 3년 이상
• 한 가지 이상의 언어를 능숙하게 다루실 수 있는 분
• 자료구조, 알고리즘, 데이터베이스, 네트워크 등 전산 지식을 활용한 문제 해결 능력
• 지속적으로 변화하는 비지니스를 빠르게 파악하고 알맞은 데이터 모델과 API를 설계할 수 있는 능력",0,"• FastAPI, Django 등 웹 프레임워크 사용 경험
• AWS, GCP, Azure 등 클라우드 플랫폼 사용 경험 및 클라우드 기반 웹 서비스에 대한 이해
• Docker, Kubernetes 등 가상화 관련 플랫폼 사용 경험
• 형상관리 도구(Git, SVN)를 통한 프로젝트 관리/협업 경험
• RDB, NoSQL에 대한 이해도 및 서비스에 적절하게 사용할 수 있는 능력",https://www.rallit.com/positions/217/%EB%B0%B1%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90,clickai.ai
67,리본솔루션,인쇄·기록매체복제업,8.0,1999.0,중소기업,170463.0,인천광역시 연수구,백엔드 개발자,"['Node.js', 'TypeScript', 'DBMS/RDBMS', 'AWS', 'MySQL', 'NoSQL']",• 백엔드 개발 및 유지보수 경력 1년 이상,0,"• AWS 유경험자
• 배포 프로세스 환경 구축 및 사용 유경험자
• RDBMS, NoSQL 등 유경험자
• 테스트 코드 작성 및 CI/CD 개발 환경 유경험자",https://www.rallit.com/positions/2272/%EB%B0%B1%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90,www.elabelmart.com
